193,photo_object_20200407_15_46_08.557991_0193.np,1266,871
196,photo_object_20200407_15_46_13.575781_0196.np,997,862
208,photo_object_20200407_15_52_29.655323_0208.np,782,927
211,photo_object_20200407_15_52_34.674257_0211.np,947,917
214,photo_object_20200407_15_52_39.693072_0214.np,1071,950
217,photo_object_20200407_15_52_44.711939_0217.np,1235,942
220,photo_object_20200407_15_52_49.730575_0220.np,1379,947
223,photo_object_20200407_15_52_54.749276_0223.np,1552,950
229,photo_object_20200407_15_53_04.787369_0229.np,1498,955
232,photo_object_20200407_15_53_09.806479_0232.np,1396,848
235,photo_object_20200407_15_53_14.825539_0235.np,1269,839
238,photo_object_20200407_15_53_19.844590_0238.np,1135,836
241,photo_object_20200407_15_53_24.866546_0241.np,975,838
244,photo_object_20200407_15_53_29.894633_0244.np,824,838
247,photo_object_20200407_15_53_34.926045_0247.np,649,842
250,photo_object_20200407_15_53_39.954393_0250.np,528,947
253,photo_object_20200407_15_53_44.982569_0253.np,475,869
256,photo_object_20200407_15_53_50.010388_0256.np,252,872
262,photo_object_20200407_15_54_00.066878_0262.np,473,906
265,photo_object_20200407_15_54_05.095001_0265.np,655,888
268,photo_object_20200407_15_54_10.123342_0268.np,686,935
271,photo_object_20200407_15_54_15.151231_0271.np,822,828
274,photo_object_20200407_15_54_20.179892_0274.np,1018,852
277,photo_object_20200407_15_54_25.207987_0277.np,1179,911
280,photo_object_20200407_15_54_30.236112_0280.np,1282,934
283,photo_object_20200407_15_54_35.263919_0283.np,1414,948
286,photo_object_20200407_15_54_40.292084_0286.np,1540,947
292,photo_object_20200407_15_54_50.350945_0292.np,1387,948
295,photo_object_20200407_15_54_55.379406_0295.np,1194,927
298,photo_object_20200407_15_55_00.407609_0298.np,1032,918
301,photo_object_20200407_15_55_05.434448_0301.np,875,897
304,photo_object_20200407_15_55_10.455859_0304.np,772,873
307,photo_object_20200407_15_55_15.479199_0307.np,645,859
313,photo_object_20200407_15_55_25.535505_0313.np,653,884
322,photo_object_20200407_15_55_40.622230_0322.np,663,864
325,photo_object_20200407_15_55_45.650520_0325.np,723,890
328,photo_object_20200407_15_55_50.678645_0328.np,839,888
331,photo_object_20200407_15_55_55.706316_0331.np,917,898
334,photo_object_20200407_15_56_00.734411_0334.np,978,956
337,photo_object_20200407_15_56_05.762683_0337.np,1086,946
340,photo_object_20200407_15_56_10.785913_0340.np,1099,947
352,photo_object_20200407_15_56_30.895169_0352.np,1226,948
355,photo_object_20200407_15_56_35.915517_0355.np,1243,951
358,photo_object_20200407_15_56_40.935173_0358.np,1430,933
361,photo_object_20200407_15_56_45.954037_0361.np,1570,807
364,photo_object_20200407_15_56_50.973005_0364.np,1442,861
367,photo_object_20200407_15_56_55.991689_0367.np,1221,861
370,photo_object_20200407_15_57_01.010417_0370.np,983,869
373,photo_object_20200407_15_57_06.029165_0373.np,752,880
379,photo_object_20200407_15_57_16.066914_0379.np,1017,898
382,photo_object_20200407_15_57_21.085855_0382.np,1005,857
385,photo_object_20200407_15_57_26.104778_0385.np,1038,863
388,photo_object_20200407_15_57_31.122705_0388.np,990,902
391,photo_object_20200407_15_57_36.141428_0391.np,992,904
394,photo_object_20200407_15_57_41.160301_0394.np,1107,924
397,photo_object_20200407_15_57_46.178560_0397.np,1063,901
409,photo_object_20200407_15_58_06.258550_0409.np,1064,898
415,photo_object_20200407_15_58_30.366209_0415.np,933,910
418,photo_object_20200407_15_58_35.393688_0418.np,1002,821
427,photo_object_20200407_16_03_05.317668_0427.np,1358,801
430,photo_object_20200407_16_03_11.333564_0430.np,1131,705
433,photo_object_20200407_16_03_17.350576_0433.np,872,737
436,photo_object_20200407_16_03_23.370173_0436.np,1143,766
442,photo_object_20200407_16_03_35.410982_0442.np,1197,885
445,photo_object_20200407_16_03_41.430331_0445.np,1307,848
448,photo_object_20200407_16_03_47.450723_0448.np,1463,871
451,photo_object_20200407_16_03_53.470262_0451.np,1369,842
454,photo_object_20200407_16_03_59.490045_0454.np,1119,853
457,photo_object_20200407_16_04_05.509880_0457.np,864,854
460,photo_object_20200407_16_04_11.529876_0460.np,556,860
466,photo_object_20200407_16_04_23.570163_0466.np,568,884
469,photo_object_20200407_16_04_29.590018_0469.np,788,898
472,photo_object_20200407_16_04_35.610038_0472.np,1025,889
478,photo_object_20200407_16_04_47.650290_0478.np,1449,826
481,photo_object_20200407_16_04_53.670480_0481.np,1356,856
484,photo_object_20200407_16_04_59.690241_0484.np,1296,853
499,photo_object_20200407_16_05_29.790026_0499.np,1008,882
502,photo_object_20200407_16_05_35.809962_0502.np,1213,847
505,photo_object_20200407_16_05_41.829752_0505.np,1458,850
508,photo_object_20200407_16_05_47.849715_0508.np,1692,923
511,photo_object_20200407_16_05_53.869589_0511.np,1446,917
514,photo_object_20200407_16_05_59.889634_0514.np,1281,852
520,photo_object_20200407_16_06_11.929368_0520.np,891,856
523,photo_object_20200407_16_06_17.949646_0523.np,701,923
526,photo_object_20200407_16_06_23.969644_0526.np,640,856
532,photo_object_20200407_16_06_36.009364_0532.np,1064,916
535,photo_object_20200407_16_06_42.025284_0535.np,1242,911
538,photo_object_20200407_16_06_48.044982_0538.np,1216,890
541,photo_object_20200407_16_06_54.066181_0541.np,1135,856
544,photo_object_20200407_16_07_00.095969_0544.np,962,844
547,photo_object_20200407_16_07_06.125227_0547.np,671,821
553,photo_object_20200407_16_07_18.182820_0553.np,742,902
556,photo_object_20200407_16_07_24.211707_0556.np,1023,899
559,photo_object_20200407_16_07_30.241039_0559.np,1327,905
562,photo_object_20200407_16_07_36.270863_0562.np,1641,895
565,photo_object_20200407_16_07_42.298013_0565.np,1314,897
568,photo_object_20200407_16_07_48.327119_0568.np,961,910
571,photo_object_20200407_16_07_54.356205_0571.np,618,941
574,photo_object_20200407_16_08_00.385055_0574.np,1001,812
577,photo_object_20200407_16_08_06.413716_0577.np,1396,755
580,photo_object_20200407_16_08_12.446132_0580.np,1422,849
586,photo_object_20200407_16_08_24.503970_0586.np,1432,910
589,photo_object_20200407_16_08_30.533275_0589.np,1288,854
592,photo_object_20200407_16_08_36.562795_0592.np,1410,879
595,photo_object_20200407_16_08_42.594983_0595.np,1429,866
598,photo_object_20200407_16_08_48.623477_0598.np,1220,737
601,photo_object_20200407_16_08_54.652505_0601.np,1091,780
604,photo_object_20200407_16_09_00.681271_0604.np,1053,802
607,photo_object_20200407_16_09_06.710593_0607.np,1066,820
619,photo_object_20200407_16_09_30.826498_0619.np,1097,894
628,photo_object_20200407_16_09_48.908893_0628.np,1024,856
637,photo_object_20200407_16_10_06.996751_0637.np,710,852
649,photo_object_20200407_16_10_31.113118_0649.np,1121,921
652,photo_object_20200407_16_10_37.144177_0652.np,1299,927
655,photo_object_20200407_16_10_43.173418_0655.np,1343,919
658,photo_object_20200407_16_10_49.202794_0658.np,1567,910
661,photo_object_20200407_16_10_55.227730_0661.np,1523,922
664,photo_object_20200407_16_11_01.253519_0664.np,1309,909
673,photo_object_20200407_16_11_19.316436_0673.np,1269,862
676,photo_object_20200407_16_11_25.336169_0676.np,1270,880
679,photo_object_20200407_16_11_31.356027_0679.np,1296,884
685,photo_object_20200407_16_11_43.403965_0685.np,1077,905
688,photo_object_20200407_16_11_49.429740_0688.np,873,900
691,photo_object_20200407_16_11_55.453676_0691.np,900,914
715,photo_object_20200407_16_18_08.669981_0715.np,1581,949
718,photo_object_20200407_16_18_14.690593_0718.np,1765,972
727,photo_object_20200407_16_18_32.750067_0727.np,1193,905
733,photo_object_20200407_16_18_44.788138_0733.np,1680,975
742,photo_object_20200407_16_19_02.846815_0742.np,1689,924
751,photo_object_20200407_16_19_20.904356_0751.np,1279,1006
