424,photo_object_20200405_12_00_42.097512_0424.np,921,947
433,photo_object_20200405_12_01_12.166421_0433.np,1016,899
436,photo_object_20200405_12_01_22.189406_0436.np,744,960
439,photo_object_20200405_12_01_32.212549_0439.np,716,929
442,photo_object_20200405_12_01_42.235380_0442.np,949,954
445,photo_object_20200405_12_01_52.259238_0445.np,977,939
448,photo_object_20200405_12_02_02.282229_0448.np,868,877
451,photo_object_20200405_12_02_12.305178_0451.np,875,947
454,photo_object_20200405_12_02_22.329038_0454.np,834,866
457,photo_object_20200405_12_02_32.349016_0457.np,889,906
460,photo_object_20200405_12_02_42.372257_0460.np,868,921
466,photo_object_20200405_12_03_02.439708_0466.np,931,946
475,photo_object_20200405_12_03_32.548076_0475.np,798,864
478,photo_object_20200405_12_03_42.571265_0478.np,892,980
481,photo_object_20200405_12_03_52.595272_0481.np,970,933
484,photo_object_20200405_12_04_02.618027_0484.np,878,834
487,photo_object_20200405_12_04_12.641655_0487.np,827,938
490,photo_object_20200405_12_04_22.666769_0490.np,983,968
493,photo_object_20200405_12_04_32.690513_0493.np,1140,894
496,photo_object_20200405_12_04_42.713335_0496.np,1054,805
499,photo_object_20200405_12_04_52.736025_0499.np,617,867
502,photo_object_20200405_12_05_02.758762_0502.np,971,892
505,photo_object_20200405_12_05_12.782639_0505.np,1139,903
508,photo_object_20200405_12_05_22.806410_0508.np,1068,903
511,photo_object_20200405_12_05_32.829145_0511.np,1193,839
514,photo_object_20200405_12_05_42.852337_0514.np,999,886
520,photo_object_20200405_12_06_02.899211_0520.np,740,889
523,photo_object_20200405_12_06_12.923169_0523.np,981,954
529,photo_object_20200405_12_09_18.737935_0529.np,945,803
532,photo_object_20200405_12_09_28.761997_0532.np,822,803
547,photo_object_20200405_12_10_18.874366_0547.np,1059,901
550,photo_object_20200405_12_10_28.902581_0550.np,1117,786
553,photo_object_20200405_12_10_38.928312_0553.np,919,880
556,photo_object_20200405_12_10_48.951552_0556.np,749,775
559,photo_object_20200405_12_10_58.974734_0559.np,661,777
565,photo_object_20200405_12_11_19.021125_0565.np,827,871
571,photo_object_20200405_12_11_39.068600_0571.np,1079,791
577,photo_object_20200405_12_11_59.115365_0577.np,836,787
580,photo_object_20200405_12_13_20.743990_0580.np,847,857
583,photo_object_20200405_12_13_30.768974_0583.np,1059,791
586,photo_object_20200405_12_13_40.789843_0586.np,932,799
589,photo_object_20200405_12_13_50.813004_0589.np,956,796
595,photo_object_20200405_12_14_10.858355_0595.np,1072,833
598,photo_object_20200405_12_14_20.882407_0598.np,1132,910
601,photo_object_20200405_12_15_51.134093_0601.np,976,800
607,photo_object_20200405_12_16_11.181605_0607.np,789,808
610,photo_object_20200405_12_16_21.205940_0610.np,764,903
613,photo_object_20200405_12_16_31.227268_0613.np,894,776
616,photo_object_20200405_12_16_41.250266_0616.np,954,774
619,photo_object_20200405_12_16_51.274877_0619.np,1011,778
622,photo_object_20200405_12_17_01.299111_0622.np,1096,784
625,photo_object_20200405_12_17_11.322642_0625.np,1100,785
631,photo_object_20200405_12_17_31.370711_0631.np,862,800
634,photo_object_20200405_12_17_41.394573_0634.np,763,825
637,photo_object_20200405_12_17_51.419144_0637.np,852,783
640,photo_object_20200405_12_17_54.435744_0640.np,855,782
643,photo_object_20200405_12_17_57.452988_0643.np,943,854
646,photo_object_20200405_12_18_00.467964_0646.np,1022,816
649,photo_object_20200405_12_18_03.485456_0649.np,1109,815
652,photo_object_20200405_12_18_06.501616_0652.np,1148,898
85,photo_object_20200405_11_32_57.156913_0085.np,935,1030
